"seq","locale","as_is_url","to_be_url","val"
1,UK,/uk/about-lg/career/find-a-job/business-development-manager,/uk/about-lg/career/find-a-job/,business-development-manager
2,UK,/uk/about-lg/career/find-a-job/business-support-administrator,/uk/about-lg/career/find-a-job/,business-support-administrator
3,UK,/uk/about-lg/career/find-a-job/data-analytics-manager,/uk/about-lg/career/find-a-job/,data-analytics-manager
4,UK,/uk/about-lg/career/find-a-job/Demand Planner,/uk/about-lg/career/find-a-job/,Demand Planner
5,UK,/uk/about-lg/career/find-a-job/demand-planner-home-entertainment-led-oled-acc,/uk/about-lg/career/find-a-job/,demand-planner-home-entertainment-led-oled-acc
6,UK,/uk/about-lg/career/find-a-job/direct-delivery-coordinator,/uk/about-lg/career/find-a-job/,direct-delivery-coordinator
7,UK,/uk/about-lg/career/find-a-job/DMS-Engineer,/uk/about-lg/career/find-a-job/,DMS-Engineer
8,UK,/uk/about-lg/career/find-a-job/environmental-compliance-administrator,/uk/about-lg/career/find-a-job/,environmental-compliance-administrator
9,UK,/uk/about-lg/career/find-a-job/ha-national-account-manager,/uk/about-lg/career/find-a-job/,ha-national-account-manager
10,UK,/uk/about-lg/career/find-a-job/head-of-audio,/uk/about-lg/career/find-a-job/,head-of-audio
11,UK,/uk/about-lg/career/find-a-job/Heating Engineer,/uk/about-lg/career/find-a-job/,Heating Engineer
12,UK,/uk/about-lg/career/find-a-job/heating-sales-manager,/uk/about-lg/career/find-a-job/,heating-sales-manager
13,UK,/uk/about-lg/career/find-a-job/index,/uk/about-lg/career/find-a-job/,index
14,UK,/uk/about-lg/career/find-a-job/it-key-account-manager,/uk/about-lg/career/find-a-job/,it-key-account-manager
15,UK,/uk/about-lg/career/find-a-job/led-sales-manager,/uk/about-lg/career/find-a-job/,led-sales-manager
16,UK,/uk/about-lg/career/find-a-job/LED-Solutions-Engineer,/uk/about-lg/career/find-a-job/,LED-Solutions-Engineer
17,UK,/uk/about-lg/career/find-a-job/legal-counsel,/uk/about-lg/career/find-a-job/,legal-counsel
18,UK,/uk/about-lg/career/find-a-job/nam-audio,/uk/about-lg/career/find-a-job/,nam-audio
19,UK,/uk/about-lg/career/find-a-job/online-brand-shop-manager,/uk/about-lg/career/find-a-job/,online-brand-shop-manager
20,UK,/uk/about-lg/career/find-a-job/pricing_manager_he,/uk/about-lg/career/find-a-job/,pricing_manager_he
21,UK,/uk/about-lg/career/find-a-job/product-marketing-manager-home-entertainment,/uk/about-lg/career/find-a-job/,product-marketing-manager-home-entertainment
22,UK,/uk/about-lg/career/find-a-job/Quality-Assurance-Engineer,/uk/about-lg/career/find-a-job/,Quality-Assurance-Engineer
23,UK,/uk/about-lg/career/find-a-job/Senior-Manager-National-Heating-Sales,/uk/about-lg/career/find-a-job/,Senior-Manager-National-Heating-Sales
24,UK,/uk/about-lg/career/find-a-job/service-business-analyst,/uk/about-lg/career/find-a-job/,service-business-analyst
25,UK,/uk/about-lg/career/find-a-job/shopper-experience-manager,/uk/about-lg/career/find-a-job/,shopper-experience-manager
26,UK,/uk/about-lg/career/find-a-job/supply-chain-logistics-innovator,/uk/about-lg/career/find-a-job/,supply-chain-logistics-innovator
27,UK,/uk/about-lg/career/find-a-job/technical-service-manager,/uk/about-lg/career/find-a-job/,technical-service-manager
28,UK,/uk/about-lg/career/ha,/uk/about-lg/careers/,""
29,UK,/uk/about-lg/careers/find-a-job/,/uk/about-lg/careers/find-a-job/,""
30,UK,/uk/about-lg/index,/uk/about-lg/,""
31,UK,/uk/about-lg/our-brand/index,/uk/about-lg/our-brand/index/,""
32,UK,/uk/about-lg/press-media/1000-pound-kitchen-investment-gives-10000-pound-return,/uk/about-lg/newsroom/,"1000-pound-kitchen-investment-gives-10000-pound-return"
33,UK,/uk/about-lg/press-media/99-PER-CENT-OF-BRITS-CANNOT-RECOGNISE-COMMON-GARMENT-CARE-SYMBOLS-DESPITE-9-IN-10-OWNING-A-WASHING-MACHINE,/uk/about-lg/newsroom/,"99-PER-CENT-OF-BRITS-CANNOT-RECOGNISE-COMMON-GARMENT-CARE-SYMBOLS-DESPITE-9-IN-10-OWNING-A-WASHING-MACHINE"
34,UK,/uk/about-lg/press-media/Brits-Forgo-Washing-Underwear-to-Help-the-Environment,/uk/about-lg/newsroom/,Brits-Forgo-Washing-Underwear-to-Help-the-Environment
35,UK,/uk/about-lg/press-media/DESIGNED-WITH-SOLID-FUNDAMENTALS-NEW-LG-Q-AND-K-SERIES-ARE-DESIGNED-TO-IMPRESS,/uk/about-lg/newsroom/,DESIGNED-WITH-SOLID-FUNDAMENTALS-NEW-LG-Q-AND-K-SERIES-ARE-DESIGNED-TO-IMPRESS
36,UK,/uk/about-lg/press-media/EVOLUTION-OF-THE-EYE-REVEALED-WITH-LG-OLED-TV-AND-NATURAL-HISTORY-MUSEUM,/uk/about-lg/newsroom/,EVOLUTION-OF-THE-EYE-REVEALED-WITH-LG-OLED-TV-AND-NATURAL-HISTORY-MUSEUM
37,UK,/uk/about-lg/press-media/EXCEPTIONAL-PICTURE-QUALITY-OF-LGs-2017-4K-TVS-CERTIFIED-BY-EUROFINS,/uk/about-lg/newsroom/,EXCEPTIONAL-PICTURE-QUALITY-OF-LGs-2017-4K-TVS-CERTIFIED-BY-EUROFINS
38,UK,/uk/about-lg/press-media/EXCLUSIVE-BTS-CONTENT-AVAILABLE-ONLY-ON-LG-SMARTPHONES,/uk/about-lg/newsroom/,EXCLUSIVE-BTS-CONTENT-AVAILABLE-ONLY-ON-LG-SMARTPHONES
39,UK,/uk/about-lg/press-media/get-the-message-with-lgs-new-ks360,/uk/about-lg/newsroom/,get-the-message-with-lgs-new-ks360
40,UK,/uk/about-lg/press-media/index,/uk/about-lg/newsroom/,""
41,UK,/uk/about-lg/press-media/inimitable-style-slender-strength,/uk/about-lg/newsroom/,inimitable-style-slender-strength
42,UK,/uk/about-lg/press-media/INTRODUCING-A-MORE-PLAYFUL-AND-INNOVATIVE-LG-UX-50,/uk/about-lg/newsroom/,INTRODUCING-A-MORE-PLAYFUL-AND-INNOVATIVE-LG-UX-50
43,UK,/uk/about-lg/press-media/INTRODUCING-THE-G4c-THE-NEWEST-MEMBER-O-LGS-G4-SERIES,/uk/about-lg/newsroom/,INTRODUCING-THE-G4c-THE-NEWEST-MEMBER-O-LGS-G4-SERIES
44,UK,/uk/about-lg/press-media/lg-2021-soundbars-offer-premium-audio-and-ai-features,/uk/about-lg/newsroom/,lg-2021-soundbars-offer-premium-audio-and-ai-features
45,UK,/uk/about-lg/press-media/lg-adds-touch-of-class-to-gsma-world-congress-2008-with-cutting-edge-line-up-of-new-devices,/uk/about-lg/newsroom/,lg-adds-touch-of-class-to-gsma-world-congress-2008-with-cutting-edge-line-up-of-new-devices
46,UK,/uk/about-lg/press-media/LG-ADVANCES-SMART-HOME-ECOSYSTEM-WITH-SMART-THINQ-HUB-AT-CES-2016,/uk/about-lg/newsroom/,LG-ADVANCES-SMART-HOME-ECOSYSTEM-WITH-SMART-THINQ-HUB-AT-CES-2016
47,UK,/uk/about-lg/press-media/LG-APPLIANCES-awarded-Energy-Saving-Trust-verification,/uk/about-lg/newsroom/,LG-APPLIANCES-awarded-Energy-Saving-Trust-verification
48,UK,/uk/about-lg/press-media/LG-BEGINS-ANDROID-60-MARSHMALLOW-ROLLOUT-STARTING-WITH-G4,/uk/about-lg/newsroom/,LG-BEGINS-ANDROID-60-MARSHMALLOW-ROLLOUT-STARTING-WITH-G4
49,UK,/uk/about-lg/press-media/LG-BEGINS-UK-ROLLOUT-OF-2020-TV-LINEUP-SPEARHEADED-BY-AWARD-WINNING-OLED-TVS,/uk/about-lg/newsroom/,LG-BEGINS-UK-ROLLOUT-OF-2020-TV-LINEUP-SPEARHEADED-BY-AWARD-WINNING-OLED-TVS
50,UK,/uk/about-lg/press-media/LG-BRINGS-INTELLIGENT-MANUFACTURING-SOLUTIONS-TO-HANNOVER-MESSE-2019,/uk/about-lg/newsroom/,LG-BRINGS-INTELLIGENT-MANUFACTURING-SOLUTIONS-TO-HANNOVER-MESSE-2019
51,UK,/uk/about-lg/press-media/lg-brings-new-meaning-to-pc-entertainment,/uk/about-lg/newsroom/,lg-brings-new-meaning-to-pc-entertainment
52,UK,/uk/about-lg/press-media/lg-captures-the-moment-with-the-new-lg-kc550,/uk/about-lg/newsroom/,lg-captures-the-moment-with-the-new-lg-kc550
53,UK,/uk/about-lg/press-media/LG-COMMITS-TO-CARBON-NEUTRALITY-BY-2030,/uk/about-lg/newsroom/,LG-COMMITS-TO-CARBON-NEUTRALITY-BY-2030
54,UK,/uk/about-lg/press-media/lg-electronics-2008-lcd-hdtv-line-includes-eight-series-focus-on-design-superior-performance,/uk/about-lg/newsroom/,lg-electronics-2008-lcd-hdtv-line-includes-eight-series-focus-on-design-superior-performance
55,UK,/uk/about-lg/press-media/lg-electronics-announces-new-symbian-smartphone-with-gps,/uk/about-lg/newsroom/,lg-electronics-announces-new-symbian-smartphone-with-gps
56,UK,/uk/about-lg/press-media/lg-electronics-becomes-a-global-partner-of-formula-1,/uk/about-lg/newsroom/,lg-electronics-becomes-a-global-partner-of-formula-1
57,UK,/uk/about-lg/press-media/lg-electronics-expands-it-product-portfolio-unveiling-new-lcd-monitors-optical-storage-options,/uk/about-lg/newsroom/,lg-electronics-expands-it-product-portfolio-unveiling-new-lcd-monitors-optical-storage-options
58,UK,/uk/about-lg/press-media/LG-ELECTRONICS-HONORED-WITH-FOUR-EISA-AWARDS,/uk/about-lg/newsroom/,LG-ELECTRONICS-HONORED-WITH-FOUR-EISA-AWARDS
59,UK,/uk/about-lg/press-media/lg-electronics-renews-multi-million-sponsorship-deal-with-the-fa,/uk/about-lg/newsroom/,lg-electronics-renews-multi-million-sponsorship-deal-with-the-fa
60,UK,/uk/about-lg/press-media/LG-Electronics-UK-Ltd-Tax-Strategy,/uk/about-lg/newsroom/,LG-Electronics-UK-Ltd-Tax-Strategy
61,UK,/uk/about-lg/press-media/LG-EMERGES-AS-BIG-WINNER-AT-2019-RED-DOT-DESIGN-AWARDS,/uk/about-lg/newsroom/,LG-EMERGES-AS-BIG-WINNER-AT-2019-RED-DOT-DESIGN-AWARDS
62,UK,/uk/about-lg/press-media/lg-expands-its-widescreen-monitor-range,/uk/about-lg/newsroom/,lg-expands-its-widescreen-monitor-range
63,UK,/uk/about-lg/press-media/LG-EXPANDS-POPULAR-MUSICFLOW-LINEUP-WITH-NEW-WIRELESS-SOUND-BARSAND-X-BOOM-AUDIO-SYSTEMS,/uk/about-lg/newsroom/,LG-EXPANDS-POPULAR-MUSICFLOW-LINEUP-WITH-NEW-WIRELESS-SOUND-BARSAND-X-BOOM-AUDIO-SYSTEMS
64,UK,/uk/about-lg/press-media/LG-FILMS-FIRST-TOTTENHAM-HOTSPUR-PREMIER-LEAGUE-GAME-IN-8K,/uk/about-lg/newsroom/,LG-FILMS-FIRST-TOTTENHAM-HOTSPUR-PREMIER-LEAGUE-GAME-IN-8K
65,UK,/uk/about-lg/press-media/LG-G3-NAMED-BEST-SMARTPHONE-AND-LG-URBANE-SMART-WATCHES-TAKE-HOME-9-AWARDS-AT-MWC-2015,/uk/about-lg/newsroom/,LG-G3-NAMED-BEST-SMARTPHONE-AND-LG-URBANE-SMART-WATCHES-TAKE-HOME-9-AWARDS-AT-MWC-2015
66,UK,/uk/about-lg/press-media/LG-G-FLEX2-BEGINS-GLOBAL-ROLLOUT,/uk/about-lg/newsroom/,LG-G-FLEX2-BEGINS-GLOBAL-ROLLOUT
67,UK,/uk/about-lg/press-media/lg-hits-the-road-to-find-the-uks-ultimate-style-icon,/uk/about-lg/newsroom/,lg-hits-the-road-to-find-the-uks-ultimate-style-icon
68,UK,/uk/about-lg/press-media/lg-introduces-mind-reading-interactive-phone,/uk/about-lg/newsroom/,lg-introduces-mind-reading-interactive-phone
69,UK,/uk/about-lg/press-media/LG-IS-BRINGING-FOOTBALL-HOME-TO-THE-STREETS-OF-WEMBLEY-WITH-BUMPER-HOME-ENTERTAINMENT-GIVEAWAY,/uk/about-lg/newsroom/,LG-IS-BRINGING-FOOTBALL-HOME-TO-THE-STREETS-OF-WEMBLEY-WITH-BUMPER-HOME-ENTERTAINMENT-GIVEAWAY
70,UK,/uk/about-lg/press-media/LG-KICKS-OFF-GLOBAL-ROLLOUT-OF-2019-TV-LINEUP,/uk/about-lg/newsroom/,LG-KICKS-OFF-GLOBAL-ROLLOUT-OF-2019-TV-LINEUP
71,UK,/uk/about-lg/press-media/lg-kicks-off-loops-new-football-campaign,/uk/about-lg/newsroom/,lg-kicks-off-loops-new-football-campaign
72,UK,/uk/about-lg/press-media/lg-launches-22-webcam-monitor-in-the-uk,/uk/about-lg/newsroom/,lg-launches-22-webcam-monitor-in-the-uk
73,UK,/uk/about-lg/press-media/lg-launches-first-9kg-steam-washing-machine,/uk/about-lg/newsroom/,lg-launches-first-9kg-steam-washing-machine
74,UK,/uk/about-lg/press-media/lg-launches-if-award-winning-monitor,/uk/about-lg/newsroom/,lg-launches-if-award-winning-monitor
75,UK,/uk/about-lg/press-media/lg-launches-its-premium-22-100001-monitor-in-the-uk,/uk/about-lg/newsroom/,lg-launches-its-premium-22-100001-monitor-in-the-uk
76,UK,/uk/about-lg/press-media/lg-launches-kt520,/uk/about-lg/newsroom/,lg-launches-kt520
77,UK,/uk/about-lg/press-media/lg-launches-the-hit-new-lcd-tv-scarlet,/uk/about-lg/newsroom/,lg-launches-the-hit-new-lcd-tv-scarlet
78,UK,/uk/about-lg/press-media/lg-launches-the-kc550-pink,/uk/about-lg/newsroom/,lg-launches-the-kc550-pink
79,UK,/uk/about-lg/press-media/LG-LAUNCHES-THE-LG-TWINWASH��-FOOTBALL-CHALLENGE-IN-COLLABORATION-WITH-THE-NATIONAL-SCHOOLS-PARTNERSHIP,/uk/about-lg/newsroom/,LG-LAUNCHES-THE-LG-TWINWASH��-FOOTBALL-CHALLENGE-IN-COLLABORATION-WITH-THE-NATIONAL-SCHOOLS-PARTNERSHIP
80,UK,/uk/about-lg/press-media/LG-LEVERAGES-DISPLAY-EXPERTISE-ENTERSMEDICAL-IMAGING-MARKET,/uk/about-lg/newsroom/,LG-LEVERAGES-DISPLAY-EXPERTISE-ENTERSMEDICAL-IMAGING-MARKET
81,UK,/uk/about-lg/press-media/lg-named-as-a-business-superbrand,/uk/about-lg/newsroom/,lg-named-as-a-business-superbrand
82,UK,/uk/about-lg/press-media/LG-NAMED-BRAND-OF-THE-YEAR-2015-AT-RED-DOT-AWARD,/uk/about-lg/newsroom/,LG-NAMED-BRAND-OF-THE-YEAR-2015-AT-RED-DOT-AWARD
83,UK,/uk/about-lg/press-media/lg-named-which-home-entertainment-brand-of-the-year,/uk/about-lg/newsroom/,lg-named-which-home-entertainment-brand-of-the-year
84,UK,/uk/about-lg/press-media/LG-OLED-TV-AND-XBOX-SERIES-X-UNLEASH-NEXT-GEN-CONSOLE-GAMING-EXPERIENCE,/uk/about-lg/newsroom/,LG-OLED-TV-AND-XBOX-SERIES-X-UNLEASH-NEXT-GEN-CONSOLE-GAMING-EXPERIENCE
85,UK,/uk/about-lg/press-media/LG-OLED-TV-BRINGS-HOME-iF-GOLD-AWARD-FOR-DESIGN-EXCELLENCE,/uk/about-lg/newsroom/,LG-OLED-TV-BRINGS-HOME-iF-GOLD-AWARD-FOR-DESIGN-EXCELLENCE
86,UK,/uk/about-lg/press-media/LG-opens-new-Shop-in-Shop-in-Hulls-Hanson-Electrical,/uk/about-lg/newsroom/,LG-opens-new-Shop-in-Shop-in-Hulls-Hanson-Electrical
87,UK,/uk/about-lg/press-media/LG-RECEIVES-MORE-THAN-140-CES-AWARDS-AND-HONOURS-ACROSS-VARIOUS-CATEGORIES,/uk/about-lg/newsroom/,LG-RECEIVES-MORE-THAN-140-CES-AWARDS-AND-HONOURS-ACROSS-VARIOUS-CATEGORIES
88,UK,/uk/about-lg/press-media/lg-returns-to-london-fashion-week-with-its-intelligent-fashion-icons,/uk/about-lg/newsroom/,lg-returns-to-london-fashion-week-with-its-intelligent-fashion-icons
89,UK,/uk/about-lg/press-media/LG-REVEALS-NEW-SELF-CLEANING-WIRELESS-EARBUDS,/uk/about-lg/newsroom/,LG-REVEALS-NEW-SELF-CLEANING-WIRELESS-EARBUDS
90,UK,/uk/about-lg/press-media/LGS-AI-ENABLED-THINQ-DEVICES-TAKE-TOP-HONOURS,/uk/about-lg/newsroom/,LGS-AI-ENABLED-THINQ-DEVICES-TAKE-TOP-HONOURS
91,UK,/uk/about-lg/press-media/LGS-BEAUTIFUL-CURVED-SOUNDBAR-SOUNDS-AS-GOOD-AS-IT-LOOKS,/uk/about-lg/newsroom/,LGS-BEAUTIFUL-CURVED-SOUNDBAR-SOUNDS-AS-GOOD-AS-IT-LOOKS
92,UK,/uk/about-lg/press-media/LGS-FIRSTEVER-SUPER-BOWL-COMMERCIAL-BOLSTERSBIG-OLED-TV-MARKETING-BLITZ,/uk/about-lg/newsroom/,LGS-FIRSTEVER-SUPER-BOWL-COMMERCIAL-BOLSTERSBIG-OLED-TV-MARKETING-BLITZ
93,UK,/uk/about-lg/press-media/lg-shines-a-light-on-darker-days-with-colour-therapy-content-series,/uk/about-lg/newsroom/,lg-shines-a-light-on-darker-days-with-colour-therapy-content-series
94,UK,/uk/about-lg/press-media/LG-SHOWCASES-REAL-LIFE-BENEFITS-OF-LG-HOME-AT-INNOFEST-EUROPE-2019,/uk/about-lg/newsroom/,LG-SHOWCASES-REAL-LIFE-BENEFITS-OF-LG-HOME-AT-INNOFEST-EUROPE-2019
95,UK,/uk/about-lg/press-media/LG-SIGNATURE-COLLABORATES-WITH-DESIGNER-PATRICK-GRANT-TO-CELEBRATE-A-VISION-OF-MODERN-LIVING,/uk/about-lg/newsroom/,LG-SIGNATURE-COLLABORATES-WITH-DESIGNER-PATRICK-GRANT-TO-CELEBRATE-A-VISION-OF-MODERN-LIVING
96,UK,/uk/about-lg/press-media/LG-SIGNATURE-OLED-TV-W-PUSHES-TV-DESIGN-INTO-A-NEW-DIMENSION-AT-CES-2017,/uk/about-lg/newsroom/,LG-SIGNATURE-OLED-TV-W-PUSHES-TV-DESIGN-INTO-A-NEW-DIMENSION-AT-CES-2017
97,UK,/uk/about-lg/press-media/LG-SIGNS-MULTI-MILLION-SPONSORSHIP-DEAL-WITH-THE-FA,/uk/about-lg/newsroom/,LG-SIGNS-MULTI-MILLION-SPONSORSHIP-DEAL-WITH-THE-FA
98,UK,/uk/about-lg/press-media/lgs-lighting-up-londons-skyline-this-new-years-eve,/uk/about-lg/newsroom/,lgs-lighting-up-londons-skyline-this-new-years-eve
99,UK,/uk/about-lg/press-media/lg-smart-park-named-lighthouse-factory-for-futuristic-manufacturing-technology,/uk/about-lg/newsroom/,lg-smart-park-named-lighthouse-factory-for-futuristic-manufacturing-technology
100,UK,/uk/about-lg/press-media/LGS-NEW-MID-RANGE-SMARTPHONE-LINEUP-DELIVERS-PREMIUM-DESIGN-AND-FEATURES,/uk/about-lg/newsroom/,LGS-NEW-MID-RANGE-SMARTPHONE-LINEUP-DELIVERS-PREMIUM-DESIGN-AND-FEATURES
101,UK,/uk/about-lg/press-media/lgs-pg6000-takes-it-to-the-edge,/uk/about-lg/newsroom/,lgs-pg6000-takes-it-to-the-edge
102,UK,/uk/about-lg/press-media/lgs-record-breaking-blu-ray-external-drive,/uk/about-lg/newsroom/,lgs-record-breaking-blu-ray-external-drive
103,UK,/uk/about-lg/press-media/lgs-record-breaking-blu-ray-external-drive-launches-in-the-uk,/uk/about-lg/newsroom/,lgs-record-breaking-blu-ray-external-drive-launches-in-the-uk
104,UK,/uk/about-lg/press-media/lgs-secret-unveiled,/uk/about-lg/newsroom/,lgs-secret-unveiled
105,UK,/uk/about-lg/press-media/LG-supports-local-charity-with-sponsored-cycle-to-South-Korea,/uk/about-lg/newsroom/,LG-supports-local-charity-with-sponsored-cycle-to-South-Korea
106,UK,/uk/about-lg/press-media/LG-TO-DOUBLE-GLOBAL-OLED-TV-OFFERINGS-IN-2015,/uk/about-lg/newsroom/,LG-TO-DOUBLE-GLOBAL-OLED-TV-OFFERINGS-IN-2015
107,UK,/uk/about-lg/press-media/LG-TO-INTRODUCE-ALL-NEW-4K-HDR-ENABLED-OLED-TV-LINEUP-AT-CES-2016,/uk/about-lg/newsroom/,LG-TO-INTRODUCE-ALL-NEW-4K-HDR-ENABLED-OLED-TV-LINEUP-AT-CES-2016
108,UK,/uk/about-lg/press-media/LG-TO-OFFER-FREE-VALUE-PACK-UPGRADE-TO-webOS-10-SMART-TV-OWNERS,/uk/about-lg/newsroom/,LG-TO-OFFER-FREE-VALUE-PACK-UPGRADE-TO-webOS-10-SMART-TV-OWNERS
109,UK,/uk/about-lg/press-media/lg-toughens-up-with-its-new-hard-glass-monitors,/uk/about-lg/newsroom/,lg-toughens-up-with-its-new-hard-glass-monitors
110,UK,/uk/about-lg/press-media/LG-TO-UNVEILLG-SIGNATURE-PREMIUM-LINEUP-AT-CES-2016,/uk/about-lg/newsroom/,LG-TO-UNVEILLG-SIGNATURE-PREMIUM-LINEUP-AT-CES-2016
111,UK,/uk/about-lg/press-media/LG-TO-UNVEIL-NEW-DISHWASHER-LOADED-WITH-LATEST-FEATURES-AT-CES-2016,/uk/about-lg/newsroom/,LG-TO-UNVEIL-NEW-DISHWASHER-LOADED-WITH-LATEST-FEATURES-AT-CES-2016
112,UK,/uk/about-lg/press-media/LG-TO-UNVEIL-NEW-VERSION-OF-POPULAR-WEBOS-SMART-TV-PLATFORM-AT-CES-2016,/uk/about-lg/newsroom/,LG-TO-UNVEIL-NEW-VERSION-OF-POPULAR-WEBOS-SMART-TV-PLATFORM-AT-CES-2016
113,UK,/uk/about-lg/press-media/LG-TO-UNVEIL-UBER-DURABLE-CENTUM-SYSTEM-FRONT-LOAD-WASHING-MACHINE-AT-IFA-2015,/uk/about-lg/newsroom/,LG-TO-UNVEIL-UBER-DURABLE-CENTUM-SYSTEM-FRONT-LOAD-WASHING-MACHINE-AT-IFA-2015
114,UK,/uk/about-lg/press-media/lg-ultragear-named-league-of-legends-european-championship-official-gaming-monitor-partner,/uk/about-lg/newsroom/,lg-ultragear-named-league-of-legends-european-championship-official-gaming-monitor-partner
115,UK,/uk/about-lg/press-media/LG-UNVEILS-ECO-CITY-GARDEN-FOR-RHS-CHELSEA-FLOWER-SHOW-2018,/uk/about-lg/newsroom/,LG-UNVEILS-ECO-CITY-GARDEN-FOR-RHS-CHELSEA-FLOWER-SHOW-2018
116,UK,/uk/about-lg/press-media/LG-UNVEILS-MORE-HUMAN-CENTRIC-LG-UX-40,/uk/about-lg/newsroom/,LG-UNVEILS-MORE-HUMAN-CENTRIC-LG-UX-40
117,UK,/uk/about-lg/press-media/LG-UNVEILS-NEW-G6-WITH-A-LARGE-FULLVISION-DISPLAY-TAILORED-TO-FIT-IN-ONE-HAND,/uk/about-lg/newsroom/,LG-UNVEILS-NEW-G6-WITH-A-LARGE-FULLVISION-DISPLAY-TAILORED-TO-FIT-IN-ONE-HAND
118,UK,/uk/about-lg/press-media/LG-UNVEILS-TWO-GROUNDBREAKING-SMARTPHONES,/uk/about-lg/newsroom/,LG-UNVEILS-TWO-GROUNDBREAKING-SMARTPHONES
119,UK,/uk/about-lg/press-media/lg-unveils-world-first-full-touchscreen-8-megapixel-camera-phone,/uk/about-lg/newsroom/,lg-unveils-world-first-full-touchscreen-8-megapixel-camera-phone
120,UK,/uk/about-lg/press-media/LG-WATCH-URBANE-MELDS-CLASSIC-LOOK-WITH-ENHANCED-FEATURES,/uk/about-lg/newsroom/,LG-WATCH-URBANE-MELDS-CLASSIC-LOOK-WITH-ENHANCED-FEATURES
121,UK,/uk/about-lg/press-media/LG-WORKS-WITH-INSTAGRAM-ARTIST-TO-SHOWCASE-THE-WORLDS-FIRST-WALLPAPER-TV,/uk/about-lg/newsroom/,LG-WORKS-WITH-INSTAGRAM-ARTIST-TO-SHOWCASE-THE-WORLDS-FIRST-WALLPAPER-TV
122,UK,/uk/about-lg/press-media/marilyn-monroe-and-elvis-the-uks-favourite-style-icons,/uk/about-lg/newsroom/,marilyn-monroe-and-elvis-the-uks-favourite-style-icons
123,UK,/uk/about-lg/press-media/new-additions-to-lg-tone-free-lineup-deliver-enhanced-performance,/uk/about-lg/newsroom/,new-additions-to-lg-tone-free-lineup-deliver-enhanced-performance
124,UK,/uk/about-lg/press-media/NEWLG-SUPER-UHD-TV-LINEUP-SURE-TO-IMPRESS-2016-CES-ATTENDEES,/uk/about-lg/newsroom/,NEWLG-SUPER-UHD-TV-LINEUP-SURE-TO-IMPRESS-2016-CES-ATTENDEES
125,UK,/uk/about-lg/press-media/NEXUS-5X-LG-AND-GOOGLE-COLLABORATE-ON-THE-MOST-ADVANCED-NEXUS-PHONE-TO-DATE,/uk/about-lg/newsroom/,NEXUS-5X-LG-AND-GOOGLE-COLLABORATE-ON-THE-MOST-ADVANCED-NEXUS-PHONE-TO-DATE
126,UK,/uk/about-lg/press-media/nutritious-healthy-meals-created-in-an-instant-with-lgsbr-all-in-one-solarcube-oven,/uk/about-lg/newsroom/,nutritious-healthy-meals-created-in-an-instant-with-lgsbr-all-in-one-solarcube-oven
127,UK,/uk/about-lg/press-media/POPULAR-LG-TONE-INFINIM-HEAD-SET-GETS-UPDATED-FOR-2016,/uk/about-lg/newsroom/,POPULAR-LG-TONE-INFINIM-HEAD-SET-GETS-UPDATED-FOR-2016
128,UK,/uk/about-lg/press-media/press release,/uk/about-lg/newsroom/,press release
129,UK,/uk/about-lg/press-media/SKY-STORE-TV-APP-NOW-AVAILABLE-EXCLUSIVELY-ON-LG-SMART-TVS,/uk/about-lg/newsroom/,SKY-STORE-TV-APP-NOW-AVAILABLE-EXCLUSIVELY-ON-LG-SMART-TVS
130,UK,/uk/about-lg/press-media/slim-stylish-sleek-lcds-have-just-got-sexy,/uk/about-lg/newsroom/,slim-stylish-sleek-lcds-have-just-got-sexy
131,UK,/uk/about-lg/press-media/stronglg-electronics-strong-to-sponsor-fis-snowboard-world-,/uk/about-lg/newsroom/,stronglg-electronics-strong-to-sponsor-fis-snowboard-world-
132,UK,/uk/about-lg/press-media/The-Jungle-Book-revealed-as-the-most-nostalgic-Disney-film,/uk/about-lg/newsroom/,The-Jungle-Book-revealed-as-the-most-nostalgic-Disney-film
133,UK,/uk/about-lg/press-media/the-value-of-television,/uk/about-lg/newsroom/,the-value-of-television
134,UK,/uk/about-lg/press-media/triple-your-efficiency-with-lg-kf700,/uk/about-lg/newsroom/,triple-your-efficiency-with-lg-kf700
135,UK,/uk/about-lg/press-media/uk-says-the-mobile-phone-is-the-secret-to-a-perfect-look,/uk/about-lg/newsroom/,uk-says-the-mobile-phone-is-the-secret-to-a-perfect-look
136,UK,/uk/about-lg/press-media/WATCH-LATEST-MOVIES-TV-SHOWS-WITH-GOOGLE-PLAY-MOVIES-TV-ON-LG-SMART-TVs,/uk/about-lg/newsroom/,WATCH-LATEST-MOVIES-TV-SHOWS-WITH-GOOGLE-PLAY-MOVIES-TV-ON-LG-SMART-TVs
137,UK,/uk/about-lg/press-media/WITH-LG-360-CAM-AND-GOOGLE-STREET-VIEW-SHARE-AND-ENJOY-360-DEGREE-CONTENT-WITH-EASE,/uk/about-lg/newsroom/,WITH-LG-360-CAM-AND-GOOGLE-STREET-VIEW-SHARE-AND-ENJOY-360-DEGREE-CONTENT-WITH-EASE
138,UK,/uk/about-lg/press-media/your-kitchen-in-bloom,/uk/about-lg/newsroom/,your-kitchen-in-bloom
139,UK,/uk/american-style-fridge-freezers,/uk/fridge-freezers/american-style-fridge-freezer/,""
140,UK,/uk/appliance-review,"",""
141,UK,/uk/APPLIANCES/care-for-what-you-wear-2022,"",""
142,UK,/uk/APPLIANCES/coretech/air-conditioner,"",""
